Time,CAV_BAS:DesPer 1:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Heat Cap [W],CAV_BAS:DesPer 1:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Sens Cool Cap [W],CAV_BAS:DesPer 1:Des Tot Cool Cap [W],CAV_BAS:DesPer 2:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Heat Cap [W],CAV_BAS:DesPer 2:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Sens Cool Cap [W],CAV_BAS:DesPer 2:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Tot Cool Cap [W]
01:50:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.442563E+04,1.444412E+00,1.505326E+04,1.419536E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.617499E+00,2.727885E+04,2.572421E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.151494E+01,2.242228E+05,2.114441E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.038629E+00,2.124603E+04,2.003520E+04,4.072624E-01,1.481453E+04,5.847481E+00,7.394327E+04,7.153312E+04,4.072624E-01,6.886982E+03,2.544453E+01,3.615009E+05,3.668693E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.181500E+02,5.490504E-01,7.762014E+03,7.869633E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.181500E+03,5.193811E+00,7.338663E+04,7.439633E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.181500E+02,5.164525E-01,7.296874E+03,7.397188E+03
02:00:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.451175E+04,1.444412E+00,1.496714E+04,1.410795E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.637095E+00,2.732584E+04,2.575720E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.176171E+01,2.254970E+05,2.125523E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.061880E+00,2.136541E+04,2.013892E+04,4.072624E-01,1.481453E+04,5.847307E+00,7.394078E+04,7.153060E+04,4.072624E-01,6.911264E+03,2.544586E+01,3.614957E+05,3.668640E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.192717E+02,5.493486E-01,7.765147E+03,7.872816E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.192717E+03,5.198124E+00,7.343695E+04,7.444745E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.192717E+02,5.168941E-01,7.302054E+03,7.402449E+03
02:10:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.457633E+04,1.444412E+00,1.490255E+04,1.404237E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.656127E+00,2.740429E+04,2.582249E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.199895E+01,2.269717E+05,2.138707E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.084097E+00,2.150244E+04,2.026130E+04,4.072624E-01,1.481453E+04,5.847130E+00,7.393826E+04,7.152804E+04,4.072624E-01,6.929475E+03,2.544719E+01,3.614964E+05,3.668647E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.201130E+02,5.496154E-01,7.768113E+03,7.875828E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.201130E+03,5.202075E+00,7.348492E+04,7.449617E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.201130E+02,5.172975E-01,7.306969E+03,7.407441E+03
02:20:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.464092E+04,1.444412E+00,1.483797E+04,1.397681E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.674573E+00,2.747500E+04,2.588042E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.222624E+01,2.283228E+05,2.150716E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.105250E+00,2.162654E+04,2.037139E+04,4.072624E-01,1.481453E+04,5.846952E+00,7.393571E+04,7.152545E+04,4.072624E-01,6.947686E+03,2.544850E+01,3.614969E+05,3.668652E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.209543E+02,5.498556E-01,7.770699E+03,7.878455E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.209543E+03,5.205701E+00,7.352824E+04,7.454017E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.209543E+02,5.176660E-01,7.311386E+03,7.411928E+03
02:30:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.470551E+04,1.444412E+00,1.477338E+04,1.391123E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.692530E+00,2.753907E+04,2.593194E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.244468E+01,2.295631E+05,2.161662E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.125446E+00,2.173896E+04,2.047031E+04,4.072624E-01,1.481453E+04,5.846772E+00,7.393315E+04,7.152284E+04,4.072624E-01,6.965897E+03,2.544980E+01,3.614972E+05,3.668656E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.217956E+02,5.500735E-01,7.772967E+03,7.880758E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.217956E+03,5.209039E+00,7.356745E+04,7.457999E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.217956E+02,5.180034E-01,7.315360E+03,7.415964E+03
02:40:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.477010E+04,1.444412E+00,1.470879E+04,1.384567E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.710081E+00,2.759740E+04,2.597797E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.265520E+01,2.307033E+05,2.171655E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.144781E+00,2.184081E+04,2.055918E+04,4.072624E-01,1.481453E+04,5.846590E+00,7.393056E+04,7.152021E+04,4.072624E-01,6.984108E+03,2.545109E+01,3.614974E+05,3.668657E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.226369E+02,5.502728E-01,7.774969E+03,7.882792E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.226369E+03,5.212123E+00,7.360306E+04,7.461616E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.226369E+02,5.183132E-01,7.318938E+03,7.419598E+03
02:50:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.483469E+04,1.444412E+00,1.464420E+04,1.378011E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.727274E+00,2.765052E+04,2.601898E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.285837E+01,2.317501E+05,2.180755E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.163316E+00,2.193282E+04,2.063866E+04,4.072624E-01,1.481453E+04,5.846407E+00,7.392795E+04,7.151756E+04,4.072624E-01,7.002320E+03,2.545236E+01,3.614974E+05,3.668657E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.234782E+02,5.504566E-01,7.776750E+03,7.884601E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.234782E+03,5.214985E+00,7.363547E+04,7.464908E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.234782E+02,5.185981E-01,7.322162E+03,7.422873E+03
03:00:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.489928E+04,1.444412E+00,1.457961E+04,1.371453E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.744144E+00,2.769885E+04,2.605533E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.305469E+01,2.327095E+05,2.189016E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.181105E+00,2.201565E+04,2.070934E+04,4.072624E-01,1.481453E+04,5.846223E+00,7.392532E+04,7.151490E+04,4.072624E-01,7.020531E+03,2.545363E+01,3.614972E+05,3.668656E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.243194E+02,5.506274E-01,7.778347E+03,7.886222E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.243194E+03,5.217648E+00,7.366506E+04,7.467914E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.243194E+02,5.188609E-01,7.325071E+03,7.425828E+03
03:10:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.496387E+04,1.444412E+00,1.451502E+04,1.364897E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.760657E+00,2.774208E+04,2.608682E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.324438E+01,2.335848E+05,2.196477E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.198175E+00,2.208966E+04,2.077165E+04,4.072624E-01,1.481453E+04,5.846038E+00,7.392268E+04,7.151221E+04,4.072624E-01,7.038742E+03,2.545488E+01,3.614969E+05,3.668653E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.251607E+02,5.507873E-01,7.779787E+03,7.887686E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.251607E+03,5.220136E+00,7.369215E+04,7.470665E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.251607E+02,5.191039E-01,7.327697E+03,7.428495E+03
03:20:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.502845E+04,1.444412E+00,1.445043E+04,1.358341E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.776929E+00,2.778143E+04,2.611454E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.342893E+01,2.343917E+05,2.203282E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.214675E+00,2.215643E+04,2.082705E+04,4.072624E-01,1.481453E+04,5.845852E+00,7.392003E+04,7.150952E+04,4.072624E-01,7.056953E+03,2.545613E+01,3.614965E+05,3.668648E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.260020E+02,5.509386E-01,7.781104E+03,7.889024E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.260020E+03,5.222475E+00,7.371711E+04,7.473201E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.260020E+02,5.193299E-01,7.330080E+03,7.430916E+03
03:30:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.509304E+04,1.444412E+00,1.438585E+04,1.351783E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.792936E+00,2.781668E+04,2.613827E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.360820E+01,2.351295E+05,2.209422E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.230601E+00,2.221601E+04,2.087553E+04,4.072624E-01,1.481453E+04,5.845665E+00,7.391736E+04,7.150681E+04,4.072624E-01,7.075165E+03,2.545736E+01,3.614959E+05,3.668642E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.268433E+02,5.510826E-01,7.782318E+03,7.890256E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.268433E+03,5.224681E+00,7.374019E+04,7.475544E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.268433E+02,5.195406E-01,7.332245E+03,7.433114E+03
03:40:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.515763E+04,1.444412E+00,1.432126E+04,1.345227E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.808659E+00,2.784769E+04,2.615793E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.378211E+01,2.357981E+05,2.214903E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.245953E+00,2.226848E+04,2.091727E+04,4.072624E-01,1.481453E+04,5.845478E+00,7.391468E+04,7.150409E+04,4.072624E-01,7.093376E+03,2.545859E+01,3.614951E+05,3.668634E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.276846E+02,5.512202E-01,7.783441E+03,7.891397E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.276846E+03,5.226767E+00,7.376154E+04,7.477713E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.276846E+02,5.197373E-01,7.334210E+03,7.435111E+03
03:50:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.522222E+04,1.444412E+00,1.425667E+04,1.338671E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.824101E+00,2.787451E+04,2.617357E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.395086E+01,2.364003E+05,2.219748E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.260756E+00,2.231417E+04,2.095252E+04,4.072624E-01,1.481453E+04,5.845290E+00,7.391200E+04,7.150136E+04,4.072624E-01,7.111587E+03,2.545980E+01,3.614942E+05,3.668625E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.285259E+02,5.513524E-01,7.784485E+03,7.892457E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.285259E+03,5.228743E+00,7.378131E+04,7.479721E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.285259E+02,5.199211E-01,7.335993E+03,7.436921E+03
04:00:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.528681E+04,1.444412E+00,1.419208E+04,1.332112E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.839267E+00,2.789724E+04,2.618521E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.411467E+01,2.369389E+05,2.223981E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.275035E+00,2.235338E+04,2.098157E+04,4.072624E-01,1.481453E+04,5.845101E+00,7.390930E+04,7.149862E+04,4.072624E-01,7.129798E+03,2.546100E+01,3.614931E+05,3.668614E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.293671E+02,5.514796E-01,7.785459E+03,7.893446E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.293671E+03,5.230617E+00,7.379964E+04,7.481583E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.293671E+02,5.200932E-01,7.337607E+03,7.438560E+03
04:10:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.532987E+04,1.444412E+00,1.414902E+04,1.327742E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.854218E+00,2.795905E+04,2.623673E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.427396E+01,2.377803E+05,2.231327E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.288837E+00,2.242075E+04,2.103959E+04,4.072624E-01,1.481453E+04,5.844911E+00,7.390660E+04,7.149588E+04,4.072624E-01,7.141939E+03,2.546219E+01,3.614980E+05,3.668663E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.299280E+02,5.516024E-01,7.786650E+03,7.894656E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.299280E+03,5.232397E+00,7.381944E+04,7.483594E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.299280E+02,5.202544E-01,7.339346E+03,7.440327E+03
04:20:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.537293E+04,1.444412E+00,1.410596E+04,1.323371E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.868960E+00,2.801793E+04,2.628543E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.442890E+01,2.385698E+05,2.238178E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.302180E+00,2.248283E+04,2.109259E+04,4.072624E-01,1.481453E+04,5.844721E+00,7.390389E+04,7.149313E+04,4.072624E-01,7.154080E+03,2.546337E+01,3.615027E+05,3.668711E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.304889E+02,5.517213E-01,7.787786E+03,7.895810E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.304889E+03,5.234092E+00,7.383802E+04,7.485481E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.304889E+02,5.204056E-01,7.340942E+03,7.441948E+03
04:30:00,1.444412E+00,5.254176E+04,1.444412E+00,0.000000E+00,0.000000E+00,1.444412E+00,2.541599E+04,1.444412E+00,1.406290E+04,1.319000E+04,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.883507E+00,2.807404E+04,2.633146E+04,1.832860E+01,1.657589E+05,1.832860E+01,0.000000E+00,0.000000E+00,1.832860E+01,0.000000E+00,2.457971E+01,2.393099E+05,2.244557E+05,1.832860E+00,1.657589E+04,1.832860E+00,0.000000E+00,0.000000E+00,1.832860E+00,0.000000E+00,2.315090E+00,2.253989E+04,2.114082E+04,4.072624E-01,1.481453E+04,5.844531E+00,7.390117E+04,7.149037E+04,4.072624E-01,7.166221E+03,2.546454E+01,3.615072E+05,3.668757E+05,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.310497E+02,5.518366E-01,7.788871E+03,7.896912E+03,1.881383E-01,6.843698E+03,1.881383E-01,0.000000E+00,0.000000E+00,1.881383E-01,3.310497E+03,5.235709E+00,7.385547E+04,7.487254E+04,1.881383E-02,6.843698E+02,1.881383E-02,0.000000E+00,0.000000E+00,1.881383E-02,3.310497E+02,5.205475E-01,7.342407E+03,7.443436E+03
